,location,total_sqft,bath,price,bhk
3326,Marathahalli,1730.0,3.0,110.0,3
3327,Marathahalli,1200.0,2.0,67.0,2
3328,Marathahalli,1095.0,2.0,60.0,2
3329,Marathahalli,1050.0,2.0,65.0,2
3330,Marathahalli,1102.0,2.0,53.67,2
3331,Marathahalli,1026.0,2.0,49.95,2
3332,Marathahalli,3940.0,4.0,220.0,4
3333,Marathahalli,1435.0,3.0,73.0,3
3334,Marathahalli,1220.0,2.0,59.0,2
3335,Marathahalli,881.0,2.0,48.06,2
3336,Marathahalli,1130.0,2.0,58.0,3
3337,Marathahalli,1710.0,3.0,100.0,3
3338,Marathahalli,1680.0,3.0,105.0,3
3339,Marathahalli,1910.0,3.0,119.0,3
3340,Marathahalli,1602.0,2.0,104.0,2
3341,Marathahalli,700.0,1.0,38.0,1
3342,Marathahalli,1469.0,3.0,89.0,3
3343,Marathahalli,1385.0,2.0,68.5,3
3344,Marathahalli,1065.0,2.0,55.0,2
3345,Marathahalli,1196.0,2.0,57.9,2
3346,Marathahalli,1595.0,3.0,88.0,3
3347,Marathahalli,2122.0,3.0,125.0,3
3348,Marathahalli,4000.0,4.0,200.0,4
3349,Marathahalli,1200.0,2.0,58.17,3
3350,Marathahalli,1125.0,2.0,55.0,2
3351,Marathahalli,1950.0,3.0,115.0,3
3352,Marathahalli,1250.0,2.0,68.0,2
3353,Marathahalli,1125.0,2.0,56.8,2
3354,Marathahalli,957.0,2.0,47.0,2
3355,Marathahalli,3855.0,4.0,220.0,4
3356,Marathahalli,1310.0,3.0,63.22,3
3357,Marathahalli,3800.0,4.0,235.0,4
3358,Marathahalli,3951.0,4.0,230.0,4
3359,Marathahalli,1125.0,2.0,54.8,2
3360,Marathahalli,1270.0,2.0,73.0,2
3361,Marathahalli,950.0,2.0,46.7,2
3362,Marathahalli,1550.0,3.0,85.0,3
3363,Marathahalli,1019.0,2.0,49.86,2
3364,Marathahalli,1144.0,2.0,65.0,2
3365,Marathahalli,1135.0,2.0,60.0,2
3366,Marathahalli,1102.0,2.0,53.67,2
3367,Marathahalli,1108.0,2.0,60.0,3
3368,Marathahalli,1026.0,2.0,50.18,2
3369,Marathahalli,1800.0,3.0,95.0,3
3370,Marathahalli,1650.0,3.0,85.0,3
3371,Marathahalli,1270.0,2.0,80.0,2
3372,Marathahalli,1196.0,2.0,57.95,2
3373,Marathahalli,1310.0,3.0,63.25,3
3374,Marathahalli,1485.0,2.0,90.0,3
3375,Marathahalli,1146.0,2.0,69.0,2
3376,Margondanahalli,1090.0,2.0,58.0,2
3377,Margondanahalli,1200.0,2.0,67.0,2
3378,Margondanahalli,1200.0,2.0,65.0,3
3379,Margondanahalli,900.0,2.0,49.0,2
3380,Margondanahalli,1140.0,2.0,60.0,2
3381,Margondanahalli,1200.0,2.0,65.0,2
3382,Margondanahalli,1050.0,2.0,58.0,2
3383,Margondanahalli,1160.0,2.0,65.0,2
3384,Margondanahalli,1334.0,2.0,67.76,2
3385,Marsur,1800.0,4.0,145.0,4
3386,Marsur,1200.0,3.0,90.0,3
3387,Mico Layout,1125.0,2.0,40.0,2
3388,Mico Layout,800.0,1.0,29.5,1
3389,Mico Layout,1250.0,2.0,44.0,3
3390,Mico Layout,1670.0,3.0,59.0,3
3391,Mico Layout,1140.0,2.0,43.0,2
3392,Munnekollal,1170.0,2.0,52.0,2
3393,Munnekollal,1102.0,2.0,53.67,2
3394,Munnekollal,1390.0,3.0,68.0,3
3395,Munnekollal,950.0,2.0,46.5,2
3396,Munnekollal,1560.0,3.0,75.0,3
3397,Munnekollal,1750.0,3.0,86.5,3
3398,Munnekollal,1385.0,2.0,66.5,3
3399,Munnekollal,1540.0,2.0,70.0,3
3400,Munnekollal,1200.0,2.0,57.9,3
3401,Munnekollal,1030.0,2.0,50.36,2
3402,Murugeshpalya,1550.0,3.0,74.0,3
3403,Murugeshpalya,1845.0,3.0,91.0,3
3404,Murugeshpalya,1600.0,2.0,65.0,3
3405,Murugeshpalya,1344.0,2.0,56.0,3
3406,Murugeshpalya,1500.0,2.0,70.0,3
3407,Murugeshpalya,1855.0,3.0,96.0,3
3408,Mysore Road,1710.0,4.0,91.31,3
3409,Mysore Road,1020.0,2.0,48.95,2
3410,Mysore Road,980.0,2.0,45.47,2
3411,Mysore Road,883.0,2.0,40.0,2
3412,Mysore Road,1200.0,2.0,65.0,2
3413,Mysore Road,1340.0,2.0,64.31,3
3414,Mysore Road,1082.0,3.0,50.5,3
3415,Mysore Road,1340.0,2.0,64.31,3
3416,Mysore Road,883.0,2.0,40.95,2
3417,Mysore Road,1070.0,2.0,49.65,2
3418,Mysore Road,1082.0,3.0,50.0,3
3419,Mysore Road,883.0,2.0,50.0,2
3420,Mysore Road,1155.0,2.0,51.0,2
3421,Mysore Road,883.0,2.0,45.0,2
3422,Mysore Road,1170.0,2.0,65.0,2
3423,Mysore Road,940.0,2.0,43.61,2
3424,Mysore Road,1500.0,3.0,74.0,3
3425,Mysore Road,1020.0,2.0,48.95,2
3426,Mysore Road,1410.0,2.0,64.0,3
3427,Mysore Road,1080.0,2.0,60.0,3
3428,Mysore Road,1500.0,3.0,70.0,3
3429,NGR Layout,1020.0,2.0,45.9,2
3430,NGR Layout,1105.0,2.0,49.73,2
3431,NGR Layout,1022.0,2.0,45.9,2
3432,NGR Layout,1019.0,2.0,45.9,2
3433,NGR Layout,1020.0,2.0,46.0,2
3434,NGR Layout,1021.0,2.0,46.0,2
3435,NGR Layout,1021.0,2.0,45.9,2
3436,NRI Layout,1565.0,2.0,75.0,3
3437,NRI Layout,2500.0,5.0,130.0,5
3438,NRI Layout,2150.0,4.0,115.0,4
3439,NRI Layout,1789.0,3.0,75.0,3
3440,NRI Layout,2400.0,2.0,125.0,2
3441,Nagarbhavi,1630.0,2.0,98.0,3
3442,Nagarbhavi,1523.0,2.0,53.4,3
3443,Nagarbhavi,2400.0,3.0,160.0,3
3444,Nagarbhavi,884.0,2.0,36.0,1
3445,Nagarbhavi,1055.0,2.0,55.0,2
3446,Nagarbhavi,1350.0,2.0,54.6,3
3447,Nagarbhavi,1223.0,2.0,60.0,2
3448,Nagarbhavi,956.0,2.0,49.0,2
3449,Nagarbhavi,1560.0,3.0,66.0,3
3450,Nagarbhavi,1400.0,2.0,85.0,3
3451,Nagarbhavi,1515.0,2.0,79.0,3
3452,Nagarbhavi,1145.0,2.0,40.0,2
3453,Nagarbhavi,300.0,1.0,20.0,1
3454,Nagarbhavi,710.0,2.0,40.0,1
3455,Nagarbhavi,1850.0,3.0,88.0,3
3456,Nagarbhavi,1212.0,2.0,50.0,2
3457,Nagarbhavi,1020.0,2.0,55.0,2
3458,Nagarbhavi,1850.0,3.0,90.0,3
3459,Nagarbhavi,1120.0,2.0,53.0,2
3460,Nagarbhavi,1850.0,2.0,88.0,3
3461,Nagarbhavi,1146.0,2.0,50.0,2
3462,Nagarbhavi,1850.0,2.0,89.0,3
3463,Nagarbhavi,1190.0,2.0,63.0,2
3464,Nagarbhavi,1523.0,2.0,56.0,3
3465,Nagarbhavi,1050.0,2.0,80.0,2
3466,Nagarbhavi,2500.0,3.0,180.0,5
3467,Nagarbhavi,1350.0,3.0,60.0,3
3468,Nagarbhavi,1635.0,3.0,85.0,3
3469,Nagarbhavi,2200.0,2.0,99.0,3
3470,Nagarbhavi,1100.0,2.0,46.2,2
3471,Nagarbhavi,1080.0,2.0,49.0,2
3472,Nagarbhavi,1225.0,2.0,58.0,2
3473,Nagasandra,2400.0,4.0,145.0,4
3474,Nagasandra,1650.0,3.0,95.0,3
3475,Nagasandra,1500.0,2.0,91.0,2
3476,Nagavara,2172.65,3.0,120.0,4
3477,Nagavara,1545.0,2.0,58.0,3
3478,Nagavara,936.0,2.0,40.2,2
3479,Nagavara,1125.0,2.0,44.5,2
3480,Nagavara,1315.0,2.0,70.0,2
3481,Nagavara,1077.0,2.0,50.0,2
3482,Nagavara,2496.0,4.0,125.0,4
3483,Nagavara,1110.0,2.0,44.95,2
3484,Nagavara,1247.0,2.0,58.56,2
3485,Nagavarapalya,1392.0,2.0,99.0,2
3486,Nagavarapalya,705.0,1.0,52.5,1
3487,Nagavarapalya,705.0,1.0,57.0,1
3488,Nagavarapalya,705.0,1.0,55.0,1
3489,Nagavarapalya,705.0,1.0,57.0,1
3490,Nagavarapalya,1260.0,2.0,85.5,2
3491,Narayanapura,1485.0,3.0,85.0,3
3492,Narayanapura,2357.0,3.0,135.0,3
3493,Narayanapura,2357.0,3.0,135.0,3
3494,Neeladri Nagar,1053.0,2.0,45.0,2
3495,Neeladri Nagar,674.0,1.0,21.0,1
3496,Neeladri Nagar,1167.0,2.0,38.0,3
3497,Neeladri Nagar,1060.0,2.0,35.0,2
3498,Neeladri Nagar,640.0,1.0,20.5,1
3499,Neeladri Nagar,4000.0,12.0,160.0,10
3500,Nehru Nagar,2363.0,5.0,120.0,4
3501,Nehru Nagar,2342.0,3.0,115.0,4
3502,Nehru Nagar,1374.0,3.0,72.0,3
3503,Nehru Nagar,1674.0,3.0,90.0,3
3504,Nehru Nagar,1269.0,2.0,63.0,3
3505,Nehru Nagar,1100.0,2.0,50.0,2
3506,Nehru Nagar,1674.0,3.0,81.0,3
3507,OMBR Layout,1078.0,2.0,65.0,2
3508,OMBR Layout,1101.0,2.0,65.5,2
3509,OMBR Layout,1041.0,2.0,65.5,2
3510,OMBR Layout,1300.0,2.0,80.0,2
3511,OMBR Layout,1085.0,2.0,64.0,2
3512,OMBR Layout,1730.0,3.0,93.0,3
3513,OMBR Layout,1101.0,2.0,66.0,2
3514,Old Airport Road,2732.0,4.0,204.0,4
3515,Old Airport Road,3356.0,4.0,251.0,4
3516,Old Airport Road,2774.0,4.0,207.0,4
3517,Old Airport Road,2690.0,4.0,191.0,4
3518,Old Airport Road,2690.0,4.0,199.0,4
3519,Old Airport Road,1150.0,2.0,90.0,2
3520,Old Airport Road,2690.0,4.0,191.0,4
3521,Old Airport Road,2658.0,5.0,187.0,4
3522,Old Airport Road,2774.0,4.0,208.0,4
3523,Old Airport Road,2774.0,4.0,208.0,4
3524,Old Airport Road,2690.0,4.0,201.0,4
3525,Old Airport Road,1145.0,2.0,75.0,2
3526,Old Airport Road,2732.0,4.0,194.0,4
3527,Old Airport Road,2658.0,5.0,189.0,4
3528,Old Airport Road,2774.0,4.0,197.0,4
3529,Old Airport Road,3496.0,4.0,262.0,4
3530,Old Airport Road,2774.0,4.0,197.0,4
3531,Old Airport Road,2732.0,4.0,204.0,4
3532,Old Airport Road,2774.0,4.0,208.0,4
3533,Old Airport Road,1184.0,2.0,78.0,2
3534,Old Airport Road,3504.0,4.0,262.0,4
3535,Old Airport Road,1055.0,2.0,75.0,2
3536,Old Madras Road,3630.0,6.0,195.0,4
3537,Old Madras Road,1720.0,3.0,100.0,3
3538,Old Madras Road,1200.0,2.0,72.0,2
3539,Old Madras Road,1100.0,2.0,70.0,2
3540,Old Madras Road,2760.0,5.0,157.0,3
3541,Old Madras Road,1171.0,2.0,75.0,2
3542,Old Madras Road,2640.0,5.0,142.0,3
3543,Old Madras Road,2010.0,3.0,125.0,4
3544,Old Madras Road,2010.0,3.0,115.0,4
3545,Old Madras Road,1480.0,2.0,84.0,3
3546,Old Madras Road,1210.0,2.0,74.0,2
3547,Old Madras Road,6087.5,2.0,341.0,4
3548,Old Madras Road,1171.0,2.0,72.0,2
3549,Old Madras Road,3630.0,6.0,196.0,4
3550,Old Madras Road,1480.0,3.0,95.0,3
3551,Old Madras Road,1425.0,2.0,74.31,3
3552,Old Madras Road,2990.0,5.0,173.0,3
3553,Old Madras Road,4000.0,4.0,225.0,4
3554,Old Madras Road,2300.0,3.0,142.0,3
3555,Old Madras Road,3630.0,6.0,207.0,4
3556,Old Madras Road,1210.0,2.0,77.0,2
3557,Old Madras Road,1330.0,2.0,74.0,2
3558,Old Madras Road,1720.0,3.0,106.0,3
3559,Old Madras Road,2640.0,5.0,150.0,3
3560,Old Madras Road,2990.0,3.0,170.0,3
3561,Old Madras Road,1530.0,3.0,76.34,3
3562,Old Madras Road,1171.0,2.0,73.0,2
3563,Old Madras Road,2640.0,2.0,170.0,2
3564,Padmanabhanagar,1020.0,2.0,63.0,2
3565,Padmanabhanagar,1176.0,2.0,62.0,2
3566,Padmanabhanagar,1708.0,2.0,90.5,3
3567,Padmanabhanagar,1100.0,2.0,65.0,2
3568,Padmanabhanagar,3400.0,3.0,210.0,4
3569,Padmanabhanagar,1531.0,2.0,75.0,3
3570,Padmanabhanagar,1360.0,2.0,75.0,3
3571,Padmanabhanagar,1200.0,2.0,60.0,2
3572,Padmanabhanagar,1710.0,2.0,90.63,3
3573,Padmanabhanagar,1067.0,2.0,52.0,2
3574,Padmanabhanagar,1250.0,2.0,70.0,3
3575,Padmanabhanagar,1350.0,3.0,71.55,3
3576,Padmanabhanagar,1360.0,3.0,75.0,3
3577,Padmanabhanagar,1100.0,2.0,60.0,2
3578,Pai Layout,1050.0,2.0,40.0,2
3579,Pai Layout,1400.0,2.0,67.0,3
3580,Pai Layout,1100.0,2.0,50.0,2
3581,Pai Layout,1400.0,2.0,57.5,2
3582,Pai Layout,1175.0,2.0,60.0,2
3583,Pai Layout,810.0,2.0,34.5,2
3584,Pai Layout,1000.0,2.0,42.0,2
3585,Pai Layout,3800.0,6.0,175.0,6
3586,Pai Layout,1068.0,2.0,48.0,2
3587,Pai Layout,1510.0,2.0,65.0,3
3588,Pai Layout,1500.0,2.0,58.0,3
3589,Pai Layout,1600.0,2.0,65.0,3
3590,Panathur,1359.0,2.0,87.0,2
3591,Panathur,1198.0,2.0,77.0,2
3592,Panathur,1180.0,2.0,70.0,2
3593,Panathur,1546.0,3.0,99.0,3
3594,Panathur,1000.0,2.0,65.3,2
3595,Panathur,1109.0,2.0,63.0,2
3596,Panathur,1255.0,2.0,79.0,2
3597,Panathur,1210.0,2.0,80.0,2
3598,Panathur,1210.0,2.0,77.0,2
3599,Panathur,661.0,1.0,40.0,1
3600,Panathur,1210.0,2.0,78.0,2
3601,Panathur,1050.0,2.0,60.0,2
3602,Panathur,1007.0,2.0,64.0,2
3603,Panathur,1210.0,2.0,77.93,2
3604,Panathur,1230.0,2.0,80.0,2
3605,Panathur,980.0,2.0,57.0,2
3606,Panathur,1075.0,2.0,60.0,2
3607,Panathur,1210.0,2.0,69.0,2
3608,Panathur,1343.0,2.0,76.0,2
3609,Parappana Agrahara,1194.0,2.0,47.0,2
3610,Parappana Agrahara,1194.0,2.0,47.0,2
3611,Parappana Agrahara,1194.0,2.0,46.0,2
3612,Parappana Agrahara,1194.0,2.0,47.0,2
3613,Parappana Agrahara,1194.0,2.0,46.0,2
3614,Parappana Agrahara,1194.0,2.0,47.0,2
3615,Parappana Agrahara,1194.0,2.0,47.0,2
3616,Parappana Agrahara,1092.0,2.0,43.0,2
3617,Parappana Agrahara,1194.0,2.0,46.0,2
3618,Parappana Agrahara,1194.0,2.0,47.0,2
3619,Parappana Agrahara,1194.0,2.0,47.0,2
3620,Parappana Agrahara,1194.0,2.0,46.0,2
3621,Parappana Agrahara,1194.0,2.0,46.0,2
3622,Pattandur Agrahara,1550.0,2.0,80.0,3
3623,Pattandur Agrahara,1247.0,2.0,59.8,2
3624,Pattandur Agrahara,900.0,2.0,42.0,2
3625,Pattandur Agrahara,1302.0,2.0,66.0,2
3626,Pattandur Agrahara,1550.0,2.0,80.0,3
3627,Pattandur Agrahara,1247.0,2.0,62.35,2
3628,Pattandur Agrahara,1350.0,2.0,68.0,2
3629,Poorna Pragna Layout,920.0,2.0,39.55,2
3630,Poorna Pragna Layout,1475.0,2.0,58.99,3
3631,Poorna Pragna Layout,1270.0,2.0,50.79,3
3632,Poorna Pragna Layout,1160.0,2.0,46.39,2
3633,Poorna Pragna Layout,1270.0,2.0,50.79,3
3634,Poorna Pragna Layout,1270.0,2.0,50.79,3
3635,Poorna Pragna Layout,1355.0,2.0,58.25,3
3636,Poorna Pragna Layout,1355.0,2.0,58.27,3
3637,Poorna Pragna Layout,1475.0,2.0,58.99,3
3638,Poorna Pragna Layout,1270.0,2.0,50.79,3
3639,Poorna Pragna Layout,1160.0,2.0,46.39,2
3640,Poorna Pragna Layout,1270.0,2.0,50.79,3
3641,Poorna Pragna Layout,1160.0,2.0,46.39,2
3642,Poorna Pragna Layout,1475.0,2.0,58.99,3
3643,Poorna Pragna Layout,1270.0,2.0,50.79,3
3644,Poorna Pragna Layout,1270.0,2.0,50.79,3
3645,Prithvi Layout,2028.0,4.0,162.0,4
3646,Prithvi Layout,1352.0,2.0,87.5,2
3647,Prithvi Layout,1190.0,2.0,68.0,2
3648,Prithvi Layout,1352.0,2.0,85.0,2
3649,Prithvi Layout,1352.0,2.0,75.0,2
3650,Prithvi Layout,1352.0,3.0,93.0,2
3651,Prithvi Layout,2100.0,3.0,125.0,3
3652,R.T. Nagar,1500.0,4.0,70.0,4
3653,R.T. Nagar,1560.0,3.0,85.0,3
3654,R.T. Nagar,1040.0,2.0,46.0,2
3655,R.T. Nagar,1235.0,2.0,65.0,2
3656,R.T. Nagar,970.0,2.0,55.0,2
3657,R.T. Nagar,1560.0,3.0,125.0,3
3658,R.T. Nagar,1200.0,2.0,60.0,2
3659,R.T. Nagar,1680.0,3.0,72.0,3
3660,R.T. Nagar,1400.0,2.0,78.0,3
3661,R.T. Nagar,1150.0,2.0,72.0,2
3662,R.T. Nagar,3600.0,8.0,165.0,9
3663,R.T. Nagar,1080.0,2.0,48.0,2
3664,R.T. Nagar,1800.0,3.0,120.0,4
3665,R.T. Nagar,1500.0,2.0,70.0,3
3666,R.T. Nagar,1100.0,2.0,85.0,2
3667,R.T. Nagar,1667.0,3.0,130.0,3
3668,Rachenahalli,1050.0,2.0,52.07,2
3669,Rachenahalli,1530.0,2.0,74.5,3
3670,Rachenahalli,1050.0,2.0,55.5,2
3671,Rachenahalli,1530.0,2.0,74.4,3
3672,Rachenahalli,1050.0,2.0,53.5,2
3673,Rachenahalli,1530.0,2.0,74.39,3
3674,Rachenahalli,1220.0,2.0,59.5,2
3675,Rachenahalli,1050.0,2.0,52.5,2
3676,Rachenahalli,1550.0,3.0,73.5,3
3677,Rachenahalli,1050.0,2.0,52.1,2
3678,Rachenahalli,1050.0,2.0,53.5,2
3679,Rachenahalli,1113.0,2.0,55.0,2
3680,Rachenahalli,1550.0,3.0,74.5,3
3681,Rachenahalli,1530.0,2.0,74.4,3
3682,Rachenahalli,1530.0,2.0,74.5,3
3683,Rachenahalli,1050.0,2.0,52.5,2
3684,Rachenahalli,1550.0,3.0,72.5,3
3685,Rachenahalli,1530.0,2.0,74.4,3
3686,Rachenahalli,1050.0,2.0,55.5,2
3687,Rachenahalli,985.0,2.0,49.97,2
3688,Rachenahalli,1050.0,2.0,52.5,2
3689,Rachenahalli,1050.0,2.0,52.08,2
3690,Rachenahalli,1550.0,3.0,72.5,3
3691,Rachenahalli,1050.0,2.0,52.07,2
3692,Rachenahalli,1530.0,2.0,74.4,3
3693,Rachenahalli,1050.0,2.0,52.08,2
3694,Rachenahalli,985.0,2.0,49.97,2
3695,Rachenahalli,1050.0,2.0,52.5,2
3696,Rachenahalli,985.0,2.0,50.17,2
3697,Rachenahalli,1550.0,2.0,73.5,3
3698,Rachenahalli,985.0,2.0,50.17,2
3699,Rachenahalli,1050.0,2.0,52.71,2
3700,Raja Rajeshwari Nagar,1540.0,3.0,60.0,3
3701,Raja Rajeshwari Nagar,1693.0,3.0,57.39,3
3702,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
3703,Raja Rajeshwari Nagar,1145.0,2.0,45.79,2
3704,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
3705,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
3706,Raja Rajeshwari Nagar,1133.0,2.0,49.07,2
3707,Raja Rajeshwari Nagar,1090.0,2.0,42.0,2
3708,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2
3709,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
3710,Raja Rajeshwari Nagar,600.0,1.0,22.0,1
3711,Raja Rajeshwari Nagar,1278.0,2.0,53.76,3
3712,Raja Rajeshwari Nagar,500.0,1.0,25.0,1
3713,Raja Rajeshwari Nagar,1143.0,2.0,38.65,2
3714,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3
3715,Raja Rajeshwari Nagar,1693.0,3.0,57.39,3
3716,Raja Rajeshwari Nagar,1258.0,2.0,63.53,2
3717,Raja Rajeshwari Nagar,1128.0,2.0,38.24,2
3718,Raja Rajeshwari Nagar,1157.0,2.0,53.8,2
3719,Raja Rajeshwari Nagar,1185.0,2.0,47.39,2
3720,Raja Rajeshwari Nagar,1530.0,3.0,57.0,3
3721,Raja Rajeshwari Nagar,1530.0,3.0,61.2,3
3722,Raja Rajeshwari Nagar,1030.0,2.0,50.0,2
3723,Raja Rajeshwari Nagar,1196.0,2.0,51.51,2
3724,Raja Rajeshwari Nagar,1306.0,2.0,55.91,2
3725,Raja Rajeshwari Nagar,1608.0,3.0,67.98,3
3726,Raja Rajeshwari Nagar,1530.0,3.0,51.87,3
3727,Raja Rajeshwari Nagar,1575.0,2.0,78.0,3
3728,Raja Rajeshwari Nagar,1151.0,2.0,39.02,2
3729,Raja Rajeshwari Nagar,1570.0,2.0,65.0,3
3730,Raja Rajeshwari Nagar,1580.0,3.0,53.56,3
3731,Raja Rajeshwari Nagar,1196.0,2.0,51.15,2
3732,Raja Rajeshwari Nagar,1419.0,2.0,48.0,2
3733,Raja Rajeshwari Nagar,1560.0,2.0,62.4,3
3734,Raja Rajeshwari Nagar,648.0,1.0,31.75,1
3735,Raja Rajeshwari Nagar,1100.0,2.0,55.0,2
3736,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
3737,Raja Rajeshwari Nagar,1090.0,2.0,43.59,2
3738,Raja Rajeshwari Nagar,1530.0,3.0,51.77,3
3739,Raja Rajeshwari Nagar,1023.0,2.0,42.0,2
3740,Raja Rajeshwari Nagar,1070.0,2.0,50.0,2
3741,Raja Rajeshwari Nagar,1510.0,2.0,59.0,3
3742,Raja Rajeshwari Nagar,4800.0,8.0,225.0,8
3743,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
3744,Raja Rajeshwari Nagar,1267.0,2.0,42.85,2
3745,Raja Rajeshwari Nagar,550.0,1.0,21.0,1
3746,Raja Rajeshwari Nagar,1120.0,2.0,37.95,2
3747,Raja Rajeshwari Nagar,1210.0,2.0,45.0,2
3748,Raja Rajeshwari Nagar,1240.0,2.0,53.27,2
3749,Raja Rajeshwari Nagar,1165.0,2.0,45.0,2
3750,Raja Rajeshwari Nagar,1120.0,2.0,37.97,2
3751,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
3752,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
3753,Raja Rajeshwari Nagar,1420.0,2.0,60.0,3
3754,Raja Rajeshwari Nagar,1303.0,2.0,44.17,2
3755,Raja Rajeshwari Nagar,1580.0,3.0,53.56,3
3756,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
3757,Raja Rajeshwari Nagar,1140.0,2.0,49.27,2
3758,Raja Rajeshwari Nagar,1430.0,2.0,50.0,3
3759,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
3760,Raja Rajeshwari Nagar,1280.0,3.0,57.6,3
3761,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
3762,Raja Rajeshwari Nagar,1133.0,2.0,38.41,2
3763,Raja Rajeshwari Nagar,1151.0,2.0,49.0,2
3764,Raja Rajeshwari Nagar,1267.0,2.0,54.35,2
3765,Raja Rajeshwari Nagar,1550.0,3.0,52.45,3
3766,Raja Rajeshwari Nagar,1100.0,2.0,50.0,2
3767,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
3768,Raja Rajeshwari Nagar,1751.0,3.0,72.0,3
3769,Raja Rajeshwari Nagar,1306.0,2.0,44.17,2
3770,Raja Rajeshwari Nagar,1196.0,2.0,40.44,2
3771,Raja Rajeshwari Nagar,1128.0,2.0,40.0,2
3772,Raja Rajeshwari Nagar,1151.0,2.0,39.0,2
3773,Raja Rajeshwari Nagar,1375.0,2.0,54.99,3
3774,Raja Rajeshwari Nagar,1060.0,2.0,48.0,2
3775,Raja Rajeshwari Nagar,3900.0,6.0,195.0,6
3776,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
3777,Raja Rajeshwari Nagar,1400.0,2.0,48.0,3
3778,Raja Rajeshwari Nagar,1170.0,2.0,50.0,2
3779,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
3780,Raja Rajeshwari Nagar,1255.0,2.0,53.87,2
3781,Raja Rajeshwari Nagar,1419.0,2.0,60.42,2
3782,Raja Rajeshwari Nagar,1693.0,3.0,71.38,3
3783,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
3784,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
3785,Raja Rajeshwari Nagar,1630.0,3.0,60.65,3
3786,Raja Rajeshwari Nagar,1531.0,3.0,51.77,3
3787,Raja Rajeshwari Nagar,1133.0,2.0,38.37,2
3788,Raja Rajeshwari Nagar,1140.0,2.0,48.7,2
3789,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
3790,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
3791,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
3792,Raja Rajeshwari Nagar,1133.0,2.0,40.0,2
3793,Raja Rajeshwari Nagar,1510.0,2.0,55.0,3
3794,Raja Rajeshwari Nagar,1110.0,2.0,52.0,2
3795,Raja Rajeshwari Nagar,1608.0,3.0,54.51,3
3796,Raja Rajeshwari Nagar,1500.0,3.0,51.04,3
3797,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
3798,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
3799,Raja Rajeshwari Nagar,1279.0,2.0,53.76,3
3800,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
3801,Raja Rajeshwari Nagar,1240.0,2.0,42.04,2
3802,Raja Rajeshwari Nagar,1530.0,3.0,64.0,3
3803,Raja Rajeshwari Nagar,1587.0,3.0,73.8,3
3804,Raja Rajeshwari Nagar,1529.0,3.0,51.77,3
3805,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
3806,Raja Rajeshwari Nagar,1450.0,2.0,67.0,3
3807,Raja Rajeshwari Nagar,945.0,2.0,45.0,2
3808,Raja Rajeshwari Nagar,1303.0,2.0,55.78,2
3809,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
3810,Raja Rajeshwari Nagar,1700.0,2.0,86.0,3
3811,Raja Rajeshwari Nagar,1270.0,2.0,62.0,2
3812,Raja Rajeshwari Nagar,1260.0,2.0,62.0,3
3813,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
3814,Raja Rajeshwari Nagar,1580.0,2.0,66.85,3
3815,Raja Rajeshwari Nagar,1050.0,2.0,37.0,2
3816,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
3817,Raja Rajeshwari Nagar,1000.0,2.0,50.0,2
3818,Raja Rajeshwari Nagar,1485.0,2.0,63.0,3
3819,Raja Rajeshwari Nagar,1335.0,2.0,56.0,3
3820,Raja Rajeshwari Nagar,1571.0,3.0,53.12,3
3821,Raja Rajeshwari Nagar,1255.0,2.0,42.54,2
3822,Raja Rajeshwari Nagar,1530.0,3.0,64.86,3
3823,Raja Rajeshwari Nagar,1140.0,2.0,44.0,2
3824,Raja Rajeshwari Nagar,6000.0,8.0,215.0,8
3825,Raja Rajeshwari Nagar,1140.0,2.0,39.0,2
3826,Raja Rajeshwari Nagar,510.0,1.0,22.0,1
3827,Raja Rajeshwari Nagar,1187.0,2.0,40.14,2
3828,Rajaji Nagar,1640.0,3.0,229.0,3
